ITEM_20150317_000001	無_helmet
ITEM_20171128_016122	Primus Pevordimas Shield
ITEM_20171128_016123	Primus Raffy Shield
ITEM_20171128_016124	Masinios Shield
ITEM_20171128_016125	It is a shield made at the request of an anonymous noble at the time of Marc Nios. Since then, the recipe has not been made known, but according to the will of Marcinius, it has been released to the world after death. This post-release process has been commonly applied to products that he has made upon the request of several nobles to fund his research.
ITEM_20171128_016126	(Faded) Replica Migantis Spear
ITEM_20171128_016127	(Faded) Replica Pevordimas Spear
ITEM_20171128_016128	Practice Short Spear
ITEM_20171128_016129	Prati
ITEM_20171128_016130	(Faded) Migantis Spear
ITEM_20171128_016131	(Faded) Pevordimas Spear
ITEM_20171128_016132	Raffye Spear
ITEM_20171128_016133	(Faded) Fluke Spear
ITEM_20171128_016134	(Faded) Golden Spear
ITEM_20171128_016135	(Faded) Sketis Spear
ITEM_20171128_016136	(Faded) Pajoritas Spear
ITEM_20171128_016137	(Faded) Purine Migantis Spear
ITEM_20171128_016138	(Faded) Purine Pevordimas Spear
ITEM_20171128_016139	Bertas Fluke Spear
ITEM_20171128_016140	Bertas Golden Spear
ITEM_20171128_016141	Bertas Sketis Spear
ITEM_20171128_016142	Bertas Pajoritas Spear
ITEM_20171128_016143	Bertas Migantis Spear
ITEM_20171128_016144	Bertas Pevordimas Spear
ITEM_20171128_016145	Bertas Raffye Spear
ITEM_20171128_016146	Primus Fluke Spear
ITEM_20171128_016147	Primus Golden Spear
ITEM_20171128_016148	Primus Sketis Spear
ITEM_20171128_016149	Primus Pajoritas Spear
ITEM_20171128_016150	Primus Migatis Spear
ITEM_20171128_016151	Primus Pevordimas Spear
ITEM_20171128_016152	Primus Raffy Spear
ITEM_20171128_016153	Masinios Spear
ITEM_20171128_016154	 - 5% chance to deal an additional damage equal to *10 of your Lightning property attack
ITEM_20171128_016155	Masinios could not get enough of his machine in the future, so he changed his name to Masinios. Because of his renamed name was never known to be buried in the darkness of history forever. However, Masinios Spear is made by the recipe he invented before his rebirth, so he has the potential to track him in reverse through the horsepower left in the recipe. However, since Masinios is not such a popular past person, no one tries that far.
ITEM_20171128_016156	(Faded) Replica Migantis Pike
ITEM_20171128_016157	(Faded) Replica Pevordimas Pike
ITEM_20171128_016158	Practice Pike
ITEM_20171128_016159	(Faded) Migantis Pike
ITEM_20171128_016160	(Faded) Pevordimas Pike
ITEM_20171128_016161	Raffye Pike
ITEM_20171128_016162	(Faded) Benesda
ITEM_20171128_016163	(Faded) Reine Pike
ITEM_20171128_016164	(Faded) Sketis Pike
ITEM_20171128_016165	(Faded) Pajoritas Pike
ITEM_20171128_016166	(Faded) Purine Migantis Pike
ITEM_20171128_016167	(Faded) Purine Pevordimas Pike
ITEM_20171128_016168	Bertas Benesda
ITEM_20171128_016169	Bertas Reine Pike
ITEM_20171128_016170	Bertas Sketis Pike
ITEM_20171128_016171	Bertas Pajoritas Pike
ITEM_20171128_016172	Bertas Migantis Pike
ITEM_20171128_016173	Bertas Pevordimas Pike
ITEM_20171128_016174	Bertas Raffye Pike
ITEM_20171128_016175	Primus Benesda
ITEM_20171128_016176	Primus Reine Pike
ITEM_20171128_016177	Primus Sketis Pike
ITEM_20171128_016178	Primus Pajoritas Pike
ITEM_20171128_016179	Primus Migatis Pike
ITEM_20171128_016180	Primus Pevordimas Pike
ITEM_20171128_016181	Primus Raffy Pike
ITEM_20171128_016182	Masinios Pike
ITEM_20171128_016183	 - Enemy receive 10%chance for Collision effect with reduce the stemina for 1.5. Collision effect changed to Collision after effect when stacked 10 times during 10 seconds. {nl} {nl} Collision after effect{nl} - during 10 seconds for slow debuff {nl} -  Physical Defense {img red_down_arrow 16 16}800
ITEM_20171128_016184	This Pike is said to have made it to the needs of a certain nobleman when he was no longer paid by the Mages' Association. Wizards of the time would not have been able to understand Masinios, who was studying machinery that could not be called magic.
ITEM_20171128_016185	(Faded) Replica Migantis Dagger
ITEM_20171128_016186	(Faded)  Replica Pevordimas Dagger
ITEM_20171128_016187	Practice Knife
ITEM_20171128_016188	Equipment given to new Rogues.
ITEM_20171128_016189	(Faded) Migantis Dagger
ITEM_20171128_016190	(Faded) Pevordimas Dagger
ITEM_20171128_016191	Raffye Dagger
ITEM_20171128_016192	(Faded) Short Duelist
ITEM_20171128_016193	(Faded) Small Crystaras
ITEM_20171128_016194	(Faded) Sketis Dagger
ITEM_20171128_016195	(Faded) Pajoritas Dagger
ITEM_20171128_016196	(Faded) Purine Migantis Dagger
ITEM_20171128_016197	(Faded) Purine Pevordimas Dagger
ITEM_20171128_016198	Bertas Short Duelist
ITEM_20171128_016199	Bertas Small Crystaras
ITEM_20171128_016200	Bertas Sketis Dagger
ITEM_20171128_016201	Bertas Pajoritas Dagger
ITEM_20171128_016202	Bertas Migantis Dagger
ITEM_20171128_016203	Bertas Pevordimas Dagger
ITEM_20171128_016204	Bertas Raffye Dagger
ITEM_20171128_016205	Primus Short Duelist
ITEM_20171128_016206	Bertas Small Crystaras
ITEM_20171128_016207	Primus Sketis Dagger
ITEM_20171128_016208	Primus Pajoritas Dagger
ITEM_20171128_016209	Primus Migatis Dagger
ITEM_20171128_016210	Primus Pevordimas Dagger
ITEM_20171128_016211	Primus Raffy Dagger
ITEM_20171128_016212	Masinios Dagger
ITEM_20171128_016213	 - Increase Backstab damage  by 150%
ITEM_20171128_016214	According to rumors, it is said to be a method of production devised at the request of famous Shinobi. Of course, it would have been the greatest reason for funding the research in Masinios.
ITEM_20171128_016215	(Faded) Replica Migantis Staff
ITEM_20171128_016216	(Faded) Replica Pevordimas Staff
ITEM_20171128_016217	(Faded) Migantis Staff
ITEM_20171128_016218	(Faded) Pevordimas Staff
ITEM_20171128_016219	Raffye Staff
ITEM_20171128_016220	(Faded) Ellinis
ITEM_20171128_016221	(Faded) Tiesa Staff
ITEM_20171128_016222	(Faded) Sketis Staff
ITEM_20171128_016223	(Faded) Pajoritas Staff
ITEM_20171128_016224	(Faded) Purine Migantis Staff
ITEM_20171128_016225	(Faded) Purine Pevordimas Staff
ITEM_20171128_016226	Bertas Elinis
ITEM_20171128_016227	Bertas Tiesa Staff
ITEM_20171128_016228	Bertas Sketis Staff
ITEM_20171128_016229	Bertas Pajoritas Staff
ITEM_20171128_016230	Bertas Migantis Staff
ITEM_20171128_016231	Bertas Pevordimas Staff
ITEM_20171128_016232	Bertas Raffye Staff
ITEM_20171128_016233	Primus Elinis
ITEM_20171128_016234	Primus Tiesa Staff
ITEM_20171128_016235	Primus Sketis Staff
ITEM_20171128_016236	Primus Pajoritas Staff
ITEM_20171128_016237	Primus Migatis Staff
ITEM_20171128_016238	Primus Pevordimas Staff
ITEM_20171128_016239	Primus Raffy Staff
ITEM_20171128_016240	Masinios Staff
ITEM_20171128_016241	In the tower of the wizard, it was discovered that the devices installed by Agailla Flurry were involved in the collection and accumulation of some power, not the operation of magic, and the magic amplification of Masinios' Performance is high. 
ITEM_20171128_016242	(Faded) Replica Migantis Pistol
ITEM_20171128_016243	(Faded) Replica Pevordimas Pistol
ITEM_20171128_016244	Practice Pistol
ITEM_20171128_016245	When weapons were introduced in the kingdom, there were many directions for the development. With this weapon, the emphasis is on making it smaller, the convenience for consecutive shootings, and the satisfaction for design.
ITEM_20171128_016246	(Faded) Migantis Pistol
ITEM_20171128_016247	(Faded) Pevordimas Pistol
ITEM_20171128_016248	Raffye Pistol
ITEM_20171128_016249	(Faded) Alcris
ITEM_20171128_016250	(Faded) Pajoritas Pistol
ITEM_20171128_016251	(Faded) Purine Migantis Pistol
ITEM_20171128_016252	(Faded) Purine Pevordimas Pistol
ITEM_20171128_016253	Bertas Alcris
ITEM_20171128_016254	Bertas Pajoritas Pistol
ITEM_20171128_016255	Bertas Migantis Pistol
ITEM_20171128_016256	Bertas Pevordimas Pistol
ITEM_20171128_016257	Bertas Raffye Pistol
ITEM_20171128_016258	Primus Alcris
ITEM_20171128_016259	Primus Pajoritas Pistol
ITEM_20171128_016260	Primus Migatis Pistol
ITEM_20171128_016261	Primus Pevordimas Pistol
ITEM_20171128_016262	Primus Raffy Pistol
ITEM_20171128_016263	Masinios Pistol
ITEM_20171128_016264	 - Full Metal Jacket skill level {img green_up_arrow 16 16} 1{nl}  - Limacon skill level {img green_up_arrow 16 16} 1{nl}  - Pistol Shot skill level {img green_up_arrow 16 16} 1
ITEM_20171128_016265	The general assessment of this weapon is that I did not know about the gunpowder because I know the magic and magic, but also the machine.
ITEM_20171128_016266	(Faded) Replica Migantis Rapier
ITEM_20171128_016267	(Faded) Replica Pevordimas Rapier
ITEM_20171128_016268	(Faded) Migantis Rapier
ITEM_20171128_016269	(Faded) Pevordimas Rapier
ITEM_20171128_016270	Raffye Rapier
ITEM_20171128_016271	(Faded) Red Karuna
ITEM_20171128_016272	(Faded) Pajoritas Rapier
ITEM_20171128_016273	(Faded) Purine Migantis Rapier
ITEM_20171128_016274	(Faded) Purine Pevordimas Rapier
ITEM_20171128_016275	Bertas Red Karuna
ITEM_20171128_016276	Bertas Pajoritas Rapier
ITEM_20171128_016277	Bertas Migantis Rapier
ITEM_20171128_016278	Bertas Pevordimas Rapier
ITEM_20171128_016279	Bertas Raffye Rapier
ITEM_20171128_016280	Primus Red Karuna
ITEM_20171128_016281	Primus Pajoritas Rapier
ITEM_20171128_016282	Primus Migatis Rapier
ITEM_20171128_016283	Primus Pevordimas Rapier
ITEM_20171128_016284	Primus Raffy Rapier
ITEM_20171128_016285	Masinios Rapier
ITEM_20171128_016286	15% chance to inflict [Sharp effect] for 5 seconds with skill attacks. [Sharp effect] 5 stacks applies basic defense by 5 times. {nl} {nl}Sharp effect{nl} - Critical Attack {img green_up_arrow 16 16} 60
ITEM_20171128_016287	According to one theory, the reason that Masinios became a wizard and devoted himself to the machine is contradictory, but it is due to Agailla Flurry, the ultimate wizard of all time. It is argued that she was attracted to the machine installed in the tower of the wizard she created. This rapier is said to be the work of the time when Masinios still considered magic and added machines.
ITEM_20171128_016288	(Faded) Replica Migantis Cannon
ITEM_20171128_016289	(Faded)  Replica Pevordimas Cannon
ITEM_20171128_016290	Equipment given to new Cannoneers.
ITEM_20171128_016291	(Faded) Migantis Cannon
ITEM_20171128_016292	(Faded) Pevordimas Cannon
ITEM_20171128_016293	Raffye Cannon
ITEM_20171128_016294	(Faded) Pajoritas Cannon
ITEM_20171128_016295	(Faded) Purine Migantis Cannon
ITEM_20171128_016296	(Faded) Purine Pevordimas Cannon
ITEM_20171128_016297	Bertas Pajoritas Cannon
ITEM_20171128_016298	Bertas Migantis Cannon
ITEM_20171128_016299	Bertas Pevordimas Cannon
ITEM_20171128_016300	Bertas Raffye Cannon
ITEM_20171128_016301	Primus Pajoritas Cannon
ITEM_20171128_016302	Primus Migatis Cannon
ITEM_20171128_016303	Primus Pevordimas Cannon
ITEM_20171128_016304	Primus Raffy Cannon
ITEM_20171128_016305	Masinios Cannon
ITEM_20171128_016306	 - Swiping Cannon Skill Level {img green_up_arrow 16 16}1{nl}  - Bazooka Skill Level{img green_up_arrow 16 16}1
ITEM_20171128_016307	It is common to say that the gears, including the serrations that are installed on the tower of the wizard, are not devices that use magic, but rather a device that draws some power and puts it in the tower. Masinios misunderstood this point and handled the machine, so the weapons he invented could have been much better, but they did not. This is also true of Canon.
ITEM_20171128_016308	(Faded) Replica Migantis Musket
ITEM_20171128_016309	(Faded) Replica Pevordimas Musket
ITEM_20171128_016310	(Faded) Migantis Musket
ITEM_20171128_016311	(Faded) Pevordimas Musket
ITEM_20171128_016312	Raffye Musket
ITEM_20171128_016313	(Faded) Pajoritas Musket
ITEM_20171128_016314	(Faded) Purine Migantis Musket
ITEM_20171128_016315	(Faded) Purine Pevordimas Musket
ITEM_20171128_016316	Bertas Pajoritas Musket
ITEM_20171128_016317	Bertas Migantis Musket
ITEM_20171128_016318	Bertas Pevordimas Musket
ITEM_20171128_016319	Bertas Raffye Musket
ITEM_20171128_016320	Primus Pajoritas Musket
ITEM_20171128_016321	Primus Migatis Musket
ITEM_20171128_016322	Primus Pevordimas Musket
ITEM_20171128_016323	Primus Raffy Musket
ITEM_20171128_016324	Masinios Musket
ITEM_20171128_016325	 -Critical rate by 10% enemy block rate 
ITEM_20171128_016326	The Masinios muskets were made from a method designed in the latter half of Masino's life. He is regarded as a relatively successful work among his attempts to achieve success by combining magic and machine.
ITEM_20171128_016327	(faded)Replica Kalinis Robe
ITEM_20171128_016328	(faded)Replica Albinosas Leather Armor
ITEM_20171128_016329	(faded)Replica Tajtanas Plate Armor
ITEM_20171128_016330	(faded)Replica Oksinis Robe
ITEM_20171128_016331	(faded)Replica Kaulas Leather Armor
ITEM_20171128_016332	(faded)Replica Krisius Plate Armor
ITEM_20171128_016333	(faded)Kalinis Robe
ITEM_20171128_016334	(faded)Albinosas Leather Armor
ITEM_20171128_016335	(faded)Tajtanas Plate Armor
ITEM_20171128_016336	(faded)Oksinis Robe
ITEM_20171128_016337	(faded)Kaulas Leather Armor
ITEM_20171128_016338	(faded)Krisius Plate Armor
ITEM_20171128_016339	Irellis Robe
ITEM_20171128_016340	It is the top which used the feather of an eagle as a decoration. Feather is not easily removed because of excellent processing.
ITEM_20171128_016341	Jevenellis Leather Armor
ITEM_20171128_016342	A Top made out from special Ivy. It's friendly to environment.
ITEM_20171128_016343	Bastikle Plate Armor
ITEM_20171128_016344	Imbricated top. Since its imbricated the movement is quite vagile
ITEM_20171128_016345	(faded)Alpra Robe
ITEM_20171128_016346	(faded)Eastern Leather Armor
ITEM_20171128_016347	(faded)Pangle Plate Armor
ITEM_20171128_016348	(faded)War Mage Robe
ITEM_20171128_016349	(faded)Eaglestar Leather Armor
ITEM_20171128_016350	(faded)Nyx Knight Armor
ITEM_20171128_016351	(faded)Marone Robe
ITEM_20171128_016352	(faded)Prakeh Robe
ITEM_20171128_016353	(faded)Razna Leather Armor
ITEM_20171128_016354	(faded)Keyarc Leather Armor
ITEM_20171128_016355	(faded)Barghar Plate Armor
ITEM_20171128_016356	(faded)Suurit Plate Armor
ITEM_20171128_016357	(faded)Vienti Kalinis Robe
ITEM_20171128_016358	(faded)Vienti Albinosas Leather Armor
ITEM_20171128_016359	(faded)Vienti Tajtanas Plate Armor
ITEM_20171128_016360	(faded)Vienti Oksinis Robe
ITEM_20171128_016361	(faded)Vienti Kaulas Leather Armor
ITEM_20171128_016362	(faded)Vienti Krisius Plate Armor
ITEM_20171128_016363	Berthas Alpra Robe
ITEM_20171128_016364	Berthas Eastern Leather Armor
ITEM_20171128_016365	Berthas Pangle Plate Armor
ITEM_20171128_016366	Berthas Warmage Robe
ITEM_20171128_016367	Berthas Eaglestar Leather Armor
ITEM_20171128_016368	Berthas Nyx Knight Armor
ITEM_20171128_016369	Berthas Marone Robe
ITEM_20171128_016370	Berthas Prakeh Robe
ITEM_20171128_016371	Berthas Razna Leather Armor
ITEM_20171128_016372	Berthas Keyarc Leather Armor
ITEM_20171128_016373	Berthas Barghar Plate Armor
ITEM_20171128_016374	Berthas Suurit Plate Armor
ITEM_20171128_016375	Berthas Kalinis Robe
ITEM_20171128_016376	Berthas Albinosas Leather Armor
ITEM_20171128_016377	Berthas Tajtanas Plate Armor
ITEM_20171128_016378	Berthas Oksinis Robe
ITEM_20171128_016379	Berthas Kaulas Leather Armor
ITEM_20171128_016380	Berthas Krisius Plate Armor
ITEM_20171128_016381	Berthas Irellis Robe
ITEM_20171128_016382	Berthas Jevenellis Leather Armor
ITEM_20171128_016383	Berthas Basticle Plate Armor
ITEM_20171128_016384	Primus Alpra Robe
ITEM_20171128_016385	Primus Eastern Leather Armor
ITEM_20171128_016386	Primus Pangle Plate Armor
ITEM_20171128_016387	Primus Warmage Robe
ITEM_20171128_016388	Primus Eaglestar Leather Armor
ITEM_20171128_016389	Primus Nyx Knight Armor
ITEM_20171128_016390	Primus Marone Robe
ITEM_20171128_016391	Primus Prakeh Robe
ITEM_20171128_016392	Primus Razna Leather Armor
ITEM_20171128_016393	Primus Keyarc Leather Armor
ITEM_20171128_016394	Primus Barghar Plate Armor
ITEM_20171128_016395	Primus Suurit Plate Armor
ITEM_20171128_016396	Primus Kalinis Robe
ITEM_20171128_016397	Primus Albinosas Leather Armor
ITEM_20171128_016398	Primus Tajtanas Plate Armor
ITEM_20171128_016399	Primus Oksinis Robe
ITEM_20171128_016400	Primus Kaulas Leather Armor
ITEM_20171128_016401	Primus Krisius Plate Armor
ITEM_20171128_016402	Primus Irellis Robe
ITEM_20171128_016403	Primus Jevenellis Leather Armor
ITEM_20171128_016404	Primus Basticle Plate Armor
ITEM_20171128_016405	Laitas Robe
ITEM_20171128_016406	This equipment is specially designed to have a unique enchanting effect by applying runic on the left-handed stole.
ITEM_20171128_016407	Fietas Leather Armor
ITEM_20171128_016408	After Medizio Diena and the rampage of the Vegetation effected its creator somehow badly. Or he could be just a pumpkin addict.
ITEM_20171128_016409	Ausura Plate Armor
ITEM_20171128_016410	Unlike the place where the darkness descends or the place where it is bright, it is the equipment that always stands out without taking the time zone.
ITEM_20171128_016411	(faded)Replica Kalinis Pants
ITEM_20171128_016412	(faded)Replica Albinosas Leather Pants
ITEM_20171128_016413	(faded)Replica Tajtanas Plate Pants
ITEM_20171128_016414	(faded)Replica Oksinis Pants
ITEM_20171128_016415	(faded)Replica Kaulas Leather Pants
ITEM_20171128_016416	(faded)Replica Krisius Plate Pants
ITEM_20171128_016417	(faded)Kalinis Pants
ITEM_20171128_016418	(faded)Albinosas Leather Pants
ITEM_20171128_016419	(faded)Tajtanas Plate Pants
ITEM_20171128_016420	(faded)Oksinis Pants
ITEM_20171128_016421	(faded)Kaulas Leather Pants
ITEM_20171128_016422	(faded)Krisius Plate Pants
ITEM_20171128_016423	Irellis Pants
ITEM_20171128_016424	It is the equipment which used the feather of an eagle as a decoration. Feather is not easily removed because of excellent processing.
ITEM_20171128_016425	Jevenellis Leather Pants
ITEM_20171128_016426	A Pants made out from special Ivy, Its friendly to environment
ITEM_20171128_016427	Basticle Plate Pants
ITEM_20171128_016428	Imbricated Pants. Since its imbricated the movement is quite vagile
ITEM_20171128_016429	(faded)Alpra Pants
ITEM_20171128_016430	(faded)Eastern Leather Pants
ITEM_20171128_016431	(faded)Pangle Plate Leggings
ITEM_20171128_016432	(faded)War Mage Pants
ITEM_20171128_016433	(faded)Eaglestar Leather Pants
ITEM_20171128_016434	(faded)Nyx Knight Pants
ITEM_20171128_016435	(faded)Marone Pants
ITEM_20171128_016436	(faded)Prakeh Pants
ITEM_20171128_016437	(faded)Razna Leather Pants
ITEM_20171128_016438	(faded)Keyarc Leather Pants
ITEM_20171128_016439	(faded)Barghar Plate Pants
ITEM_20171128_016440	(faded)Suurit Plate Pants
ITEM_20171128_016441	(faded)Vienti Kalinis Pants
ITEM_20171128_016442	(faded)Vienti Albinosas Leather Pants
ITEM_20171128_016443	(faded)Vienti Tajtanas Plate Pants
ITEM_20171128_016444	(faded)Vienti Oksinis Pants
ITEM_20171128_016445	(faded)Vienti Kaulas Leather Pants
ITEM_20171128_016446	(faded)Vienti Krisius Plate Pants
ITEM_20171128_016447	Berthas Alpra Pants
ITEM_20171128_016448	Berthas Eastern Leather Pants
ITEM_20171128_016449	Berthas Pangle Plate Leggings
ITEM_20171128_016450	Berthas Warmage Pants
ITEM_20171128_016451	Berthas Eaglestar Leather Pants
ITEM_20171128_016452	Berthas Nyx Knight Pants
ITEM_20171128_016453	Berthas Marone Pants
ITEM_20171128_016454	Berthas Prakeh Pants
ITEM_20171128_016455	Berthas Raszna Leather Pants
ITEM_20171128_016456	Berthas Keyarc Leather Pants
ITEM_20171128_016457	Berths Barghar Plate Pants
ITEM_20171128_016458	Berthas Suurit Plate Pants
ITEM_20171128_016459	Berthas Kalinis Pants
ITEM_20171128_016460	Berthas Albinosas Leather Pants
ITEM_20171128_016461	Berthas Tajtanas Plate Pants
ITEM_20171128_016462	Berthas Oksinis Pants
ITEM_20171128_016463	Berthas Kaulas Leather Pants
ITEM_20171128_016464	Berthas Krisius Plate Pants
ITEM_20171128_016465	Berthas Irellis Pants
ITEM_20171128_016466	Berthas Jevenellis Leather Pants
ITEM_20171128_016467	Berthas Basticle Plate Pants
ITEM_20171128_016468	Primus Alpra Pants
ITEM_20171128_016469	Primus Eastern Leather Pants
ITEM_20171128_016470	Primus Pangle Plate Leggings
ITEM_20171128_016471	Primus Warmage Pants
ITEM_20171128_016472	Primus Eaglestar Leather Pants
ITEM_20171128_016473	Primus Nyx Knight Pants
ITEM_20171128_016474	Primus Marone Pants
ITEM_20171128_016475	Primus Prakeh Pants
ITEM_20171128_016476	Primus Razna Leather Pants
ITEM_20171128_016477	Primus Keyarc Leather Pants
ITEM_20171128_016478	Primus Barghar Plate Pants
ITEM_20171128_016479	Primus Suurit Plate Pants
ITEM_20171128_016480	Primus Kalinis Pants
ITEM_20171128_016481	Primus Albinosas Leather Pants
ITEM_20171128_016482	Primus Tajtanas Plate Pants
ITEM_20171128_016483	Primus Oksinis Pants
ITEM_20171128_016484	Primus Kaulas Leather Pants
ITEM_20171128_016485	Primus Krisius Plate Pants
ITEM_20171128_016486	Primus Irellis Pants
ITEM_20171128_016487	Primus Jevenellis Leather Pants
ITEM_20171128_016488	Primus Basticle Plate Pants
ITEM_20171128_016489	Laitas Pants
ITEM_20171128_016490	The White part suits nicely for decorating purpose, but also providing actual magical defense by using the enchanted material.
ITEM_20171128_016491	Fietas Leather Pants
ITEM_20171128_016492	It is said that the eye of a pumpkin provides more detectability. However, most people think that is just a rumor.
ITEM_20171128_016493	Ausura Plate Pants
ITEM_20171128_016494	After the rumor of relativity between Ausura and this equipment vanished, the effectiveness of this equipment became famous. Most of all the actual demand will be the main reason after Medizio Diena.
ITEM_20171128_016495	(faded)Replica Kalinis Boots
ITEM_20171128_016496	(faded)Replica Albinosas Leather Boots
ITEM_20171128_016497	(faded)Replica Tajtanas Greaves
ITEM_20171128_016498	(faded)Replica Oksinis Boots
ITEM_20171128_016499	(faded)Replica Kaulas Leather Boots
ITEM_20171128_016500	(faded)Replica Krisius Greaves
ITEM_20171128_016501	(faded)Kalinis Boots
ITEM_20171128_016502	(faded)Albinosas Leather Boots
ITEM_20171128_016503	(faded)Tajtanas Greaves
ITEM_20171128_016504	(faded)Oksinis Boots
ITEM_20171128_016505	(faded)Kaulas Leather Boots
ITEM_20171128_016506	(faded)Krisius Greaves
ITEM_20171128_016507	Irellis Boots
ITEM_20171128_016508	A boots model from beak of a Eagle
ITEM_20171128_016509	Jevenellis Leather Boots
ITEM_20171128_016510	A Boots made out from special Ivy. It's friendly to environment.
ITEM_20171128_016511	Basticle Greaves
ITEM_20171128_016512	Imbricated Boots. Since its imbricated the movement is quite vagile
ITEM_20171128_016513	(faded)Alpra Boots
ITEM_20171128_016514	(faded)Eastern Leather Boots
ITEM_20171128_016515	(faded)Pangle Plate Greaves
ITEM_20171128_016516	(faded)War Mage Boots
ITEM_20171128_016517	(faded)Eaglestar Leather Boots
ITEM_20171128_016518	(faded)Nyx Knight Greaves
ITEM_20171128_016519	(faded)Marone Boots
ITEM_20171128_016520	(faded)Prakeh Boots
ITEM_20171128_016521	(faded)Razna Leather Boots
ITEM_20171128_016522	(faded)Keyarc Leather Boots
ITEM_20171128_016523	(faded)Barghar Plate Boots
ITEM_20171128_016524	(faded)Suurit Plate Boots
ITEM_20171128_016525	(faded)Vienti Kalinis Boots
ITEM_20171128_016526	(faded)Vienti Albinosas Leather Boots
ITEM_20171128_016527	(faded)Vienti Tajtanas Greaves
ITEM_20171128_016528	(faded)Vienti Oksinis Boots
ITEM_20171128_016529	(faded)Vienti Kaulas Leather Boots
ITEM_20171128_016530	(faded)Vienti Krisius Greaves
ITEM_20171128_016531	Berthas Alpra Boots
ITEM_20171128_016532	Berthas Eastern Leather Boots
ITEM_20171128_016533	Berthas Pangle Plate Greaves
ITEM_20171128_016534	Berthas Warmage Boots
ITEM_20171128_016535	Berthas Eaglestar Leather Boots
ITEM_20171128_016536	Berthas Nyx Knight Greaves
ITEM_20171128_016537	Berthas Marone Boots
ITEM_20171128_016538	Berthas Prakeh Boots
ITEM_20171128_016539	Berthas Razna Leather Boots
ITEM_20171128_016540	Berthas Keyarc Leather Boots
ITEM_20171128_016541	Berthas Barghar Plate Boots
ITEM_20171128_016542	Berthas Suurit Plate Boots
ITEM_20171128_016543	Berthas Kalinis Boots
ITEM_20171128_016544	Berthas Albinosas Leather Boots
ITEM_20171128_016545	Berthas Tajtanas Greaves
ITEM_20171128_016546	Berthas Oksinis Boots
ITEM_20171128_016547	Berthas Kaulas Leather Boots
ITEM_20171128_016548	Berthas Krisius Greaves
ITEM_20171128_016549	Berthas Irellis Boots
ITEM_20171128_016550	Berthas Jevenellis Leather Boots
ITEM_20171128_016551	Berthas Basticle Greaves
ITEM_20171128_016552	Primus Alpra Boots
ITEM_20171128_016553	Primus Eastern Leather Boots
ITEM_20171128_016554	Primus Pangle Plate Greaves
ITEM_20171128_016555	Primus Warmage Boots
ITEM_20171128_016556	Primus Eaglestar Leather Boots
ITEM_20171128_016557	Primus Nyx Knight Greaves
ITEM_20171128_016558	Primus Marone Boots
ITEM_20171128_016559	Primus Prakeh Boots
ITEM_20171128_016560	Primus Razna Leather Boots
ITEM_20171128_016561	Primus Keyarc Leather Boots
ITEM_20171128_016562	Primus Barghar Plate Boots
ITEM_20171128_016563	Primus Suurit Plate Boots
ITEM_20171128_016564	Primus Kalinis Boots
ITEM_20171128_016565	Primus Albinosas Leather Boots
ITEM_20171128_016566	Primus Tajtanas Greaves
ITEM_20171128_016567	Primus Oksinis Boots
ITEM_20171128_016568	Primus Kaulas Leather Boots
ITEM_20171128_016569	Primus Krisius Greaves
ITEM_20171128_016570	Primus Irellis Boots
ITEM_20171128_016571	Primus Jevenellis Leather Boots
ITEM_20171128_016572	Primus Basticle Greaves
ITEM_20171128_016573	Laitas Boots
ITEM_20171128_016574	Considering vast verdant area, the basic color of Laitas equipment are chosen as Green. no need to mention the helpful magic for the wearer to cross those terrains. 
ITEM_20171128_016575	Fietas Leather Boots
ITEM_20171128_016576	It is said that the frontal eye allows the user a better attack. Somehow it do 
ITEM_20171128_016577	Ausura Greaves
ITEM_20171128_016578	It is said that this equipment named after Demon Lord "Ausura" who created by Jesti herself, but it seems this is just mere coincidence. There is no reason that Man will praise the name of the Demon. And for Ausura this is still an ill news since even maybe Ausura is a Demon Lord but still, there are many superiors are still ahead.
ITEM_20171128_016579	(faded)Replica Kalinis Gloves
ITEM_20171128_016580	(faded)Replica Albinosas Leather Gloves
ITEM_20171128_016581	(faded)Replica Tajtanas Gauntlets
ITEM_20171128_016582	(faded)Replica Oksinis Gloves
ITEM_20171128_016583	(faded)Replica Kaulas Leather Gloves
ITEM_20171128_016584	(faded)Replica Krisius Greaves
ITEM_20171128_016585	(faded)Kalinis Gloves
ITEM_20171128_016586	(faded)Albinosas Leather Gloves
ITEM_20171128_016587	(faded)Tajtanas Gauntlets
ITEM_20171128_016588	(faded)Oksinis Gloves
ITEM_20171128_016589	(faded)Kaulas Leather Gloves
ITEM_20171128_016590	(faded)Krisius Greaves
ITEM_20171128_016591	Irellis Gloves
ITEM_20171128_016592	A Gloves that models the wing of an Eagle
ITEM_20171128_016593	Jevenellis Leather Gloves
ITEM_20171128_016594	A Glove made from special Ivy. It's friendly to environment.
ITEM_20171128_016595	Basticle Gauntlets
ITEM_20171128_016596	Imbricated gloves. Since its imbricated the movement is quite vagile
ITEM_20171128_016597	(faded)Alpra Gloves
ITEM_20171128_016598	(faded)Eastern Leather Gloves
ITEM_20171128_016599	(faded)Pangle Plate Gloves
ITEM_20171128_016600	(faded)War Mage Gloves
ITEM_20171128_016601	(faded)Eaglestar Leather Gloves
ITEM_20171128_016602	(faded)Nyx Knight Gloves
ITEM_20171128_016603	(faded)Marone Gloves
