UI_20150317_000001	{@st41b}可以跟各職業大師{nl}學習特性。{/}
UI_20150714_001691	{@41b}條件
UI_20150714_001692	{@st41}刪除
UI_20150714_001693	{@st41}更新
UI_20150717_001694	欣賞這位玩家{#ffff00}%s{/}
UI_20150717_001695	{@st41b}{s56}本遊戲{#0066FF}
UI_20150717_001696	12歲以上方可使用
UI_20150717_001697	{#FFFFFF}。{nl}{s40} {nl}長時間進行遊戲對身心有害。{/}
UI_20150717_001698	{@st66b}輸入
UI_20150717_001699	{@st42}我的召喚獸情報
UI_20150717_001700	{@st59}STA{nl}{@st59s}當耐力不足時，移動會變得緩慢。{/}
UI_20150717_001701	{@st59}整理背包{/}
UI_20150717_001702	整理
UI_20150717_001703	{@st59}關閉手把說明。{/}
UI_20150717_001704	{@st59}關閉鍵盤說明。{/}
UI_20150717_001705	滑鼠新手教學
UI_20150717_001706	{@st59}關閉滑鼠說明。{/}
UI_20150717_001707	攻擊力 : %s
UI_20150717_001708	防禦力 : %s
UI_20150717_001709	力量 : %s
UI_20150717_001710	體力 : %s
UI_20150717_001711	智力 : %s
UI_20150717_001712	敏捷 : %s
UI_20150717_001713	精神 : %s
UI_20150717_001714	{@st42b}戰士系列快速輸入兩次方向鍵就可以疾走。{/}
UI_20150717_001715	{@st42}組隊名稱和說明{/}
UI_20150717_001716	{@st42}插入組隊邀請tag
UI_20150717_001717	{@st41b}公開組隊目錄{/}
UI_20150717_001718	{@st41b}推薦角色目錄{/}
UI_20150717_001719	{@st41b}獲得推薦
UI_20150717_001720	只有組隊隊長可以使用的功能。
UI_20150717_001721	必須使用隊員推薦功能。
UI_20150717_001722	{@st66b}任務種類名稱{/}
UI_20150717_001723	{@st59b}商店{nl}{@st59s} - 如果想要販賣/購買多個相同道具，右點擊 Shift + 後輸入數量即可。{nl} - 如果要販賣全部數量的道具，雙點擊滑鼠即可。{/}
UI_20150717_001724	{@st59}滑鼠說明{/}
UI_20150717_001725	{@st66b}排序
UI_20150717_001726	{@st59}道具排序。{/}
UI_20150717_001727	{@st59}武器裝備於欄位{nl}按Alt+Z轉換武器{/}
UI_20150717_001728	以其他人視角觀戰
UI_20150717_001729	{@st41}戰鬥野外
UI_20150717_001730	結果
UI_20150717_001731	{@st41}立即移動
UI_20150717_001732	{@st66b} 隊伍名稱是代表所有角色的名稱。{nl}可以自由變更的隊伍名稱是使用於交易、公會加入、對話時的共用名稱。{/}
UI_20150729_001733	{@st42}只顯示可學習的特性{/}
UI_20150729_001734	腳數量
UI_20150729_001735	身高
UI_20150729_001736	體重
UI_20150729_001737	{@st43}寶石烘焙{/}
UI_20150729_001738	{@st59b}道具製作{nl}{@st59s} - 如果得到配方道具，就可以製作該道具。{nl} - 將配方和材料放入欄位後，執行道具製作即可。{nl} - 可以在製作的道具上記入名稱和紙條。{/}
UI_20150729_001739	{@st59}關閉箭矢製作。{/}
UI_20150729_001740	需要碎片 : 變異 %s個 / 野獸 %s個 / 植物 %s個
UI_20150729_001741	{@st42b}戰士系列快速輸入兩次方向鍵就可以疾走。{/}
UI_20150729_001742	{@st41}設定組隊
UI_20150729_001743	{@st41}設定組隊召募
UI_20150729_001744	{@st42}使用尋找隊員功能{/}
UI_20150729_001745	如果遇到條件一致的玩家，會顯示[組隊條件一致！] 的訊息。
UI_20150729_001746	{@st41b}推薦玩家目錄{/}
UI_20150729_001747	{@st41}特性及情報
UI_20150729_001748	{@st59}取消強化。{/}
UI_20150729_001749	{@st59b}寶石/卡片強化{nl}{@st59s} - 在背包選擇要強化的寶石或是卡片並登錄。{nl} - 除了任務道具之外，其它道具都可以當作寶石強化材料使用。{nl}   (寶石當作材料使用時效率最高。){nl} - 卡片強化只能使用其它卡片當作材料使用。{/}		by sean
UI_20150729_001750	{#000000}{s22}伺服器進場等待中
UI_20150729_001751	{#000000}{s22}伺服器人數已滿，等待進場中。
UI_20150729_001752	{#000000}{s22}目前順序 : %s
UI_20150729_001753	{@st43}隊伍戰鬥聯盟
UI_20150729_001754	{@st59}關閉隊伍戰鬥聯盟。
UI_20150729_001755	{@st42}隊伍戰鬥聯盟日程
UI_20150729_001756	{@st43}隊伍戰鬥聯盟排名
UI_20150729_001757	{@st59}關閉戰鬥聯盟排名。
UI_20150729_001758	隧伍名稱
UI_20150729_001759	{@st41b}技能名稱
UI_20150729_001760	{@st59}接受組隊任務進行。{/}
UI_20150729_001761	{@st59}刪除該票券。{/}
UI_20150729_001762	分數
UI_20150729_001763	參與隊伍戰鬥聯盟
UI_20150730_001764	{@st56}我的排行
UI_20150730_001765	{@st56}擊殺排行
UI_20150730_001766	{@st56}傷害排行
UI_20150803_001767	一般 : /s 內容{nl}大喊 : /y 內容{nl}組隊 : /p 內容{nl}密語 : /w 隊伍名稱 內容
UI_20150803_001768	{@st66b}把手震動{/}
UI_20150803_001769	已找到遊戲，待會進入遊戲。
UI_20150804_001770	{@st43}{s18}請選擇要領取道具的角色。{/}
UI_20150804_001771	最多鑲嵌槽 %s個
UI_20150807_001772	{@st41b}詳細資料 {img red_down_arrow 16 16}
UI_20150807_001773	{@st41b}交易計算 :{/}
UI_20150807_001774	{@st41b}預計餘額 :{/}
UI_20150918_001775	營地維持時間
UI_20150918_001776	效果
UI_20150918_001777	更新時營地維持時間會增加{nl}並消耗 %s銀幣。
UI_20150918_001778	個人倉庫
UI_20150918_001779	{@st41b}類型 : {@sti7}%s{/}
UI_20150918_001780	{@st41b}操作難易度 : {@sti7}%s{/}
UI_20150918_001781	欣賞這位玩家{#ffff00}{ol}%s{/}
UI_20150918_001782	{@st43}副本
UI_20150918_001783	{@st41}確認位置
UI_20150918_001784	{#000000}名稱{/}
UI_20150918_001785	{#000000}進場等級{/}
UI_20150918_001786	{#000000}進場次數{/}
UI_20150918_001787	{#000000}進場次數於%s點重置。{/}
UI_20150918_001788	{img silver 20 20} 獲得價格
UI_20150918_001789	周邊組隊情報
UI_20150918_001790	需要碎片 : %s個
UI_20150918_001791	{@st66b}清空
UI_20150918_001792	{@st42}顯示周邊組隊情報{/}
UI_20150918_001793	{@sti9}和%s{@st66b}的親密度 : {@sti9}%s {@st66b}等級{/}
UI_20150918_001794	親密度
UI_20150918_001795	{@st41b}獲得製作道具材料！
UI_20150918_001796	{@st66b}{s20}你已處為{/}{s20}{#cc6600}{ol}不能戰鬥{/}{@st66b}{s20}的狀態！{/}
UI_20150918_001797	{@st66b}在最近的復活地點重新開始{/}
UI_20150918_001798	{@st66b}在原地重新開始(需要TP %s個){/}
UI_20150918_001799	{@st66b}回到野外{/}
UI_20150918_001800	{@st66b}先放棄任務後重新開始{/}
UI_20150918_001801	{@st66b}重新挑戰{/}
UI_20150918_001802	{@st66b}我所販售的道具{/}
UI_20150918_001803	{@st53}排行點數 : %s
UI_20150918_001804	不可交易總量: %s個
UI_20150918_001805	{@st42b}台詞確認{/}
UI_20150918_001806	{@st66b}提供食物給組隊成員之外的玩家{/}
UI_20150918_001807	{@st41b}布告板名稱變更
UI_20150918_001808	{@sti9}我的排行
UI_20150918_001809	{@sti9}擊殺排行
UI_20150918_001810	{@sti9}傷害排行
UI_20151001_001811	{@st43}按鍵設定{/}
UI_20151001_001812	{@st45tw2}目錄
UI_20151001_001813	動作
UI_20151001_001814	重置預設值
UI_20151016_001815	{@st59}所選擇的道具將會變成鎖定狀態。{/}
UI_20151016_001816	{@st59}使用預覽功能查看之後，可以變更住處的主題。
UI_20151016_001817	名額%s名{/}
UI_20151016_001818	{@st42b}預覽
UI_20151016_001819	{@st42b}回前頁
UI_20151016_001820	{@st42b}購買
UI_20151016_001821	{@st42b}適用
UI_20151016_001822	公會名稱和介紹
UI_20151016_001823	隊伍名稱
UI_20151016_001824	職責
UI_20151016_001825	公告事項
UI_20151022_001826	{@st41}伺服器登入排隊中
UI_20151022_001827	{#000000}{s18}伺服器人數爆滿，正在排隊中
UI_20151022_001828	{@st66b18}目前排行 : %s
UI_20151022_001829	{@st66b}查看其他角色的特效
UI_20151102_001830	TP
UI_20151224_001831	{@st41b}變更{s18}(需要TP 100){/}
UI_20151224_001832	消耗數量
UI_20151224_001833	持有數量
UI_20151224_001834	{@st43}卷軸販賣商店{/}
UI_20151224_001835	{@st59}關閉卷軸販賣商店{/}
UI_20151224_001836	{@st43}卷軸販賣商店
UI_20151224_001837	卷軸販賣商店
UI_20151224_001838	{@st59}關閉卷軸販賣商店。
UI_20151224_001839	{@st59}卷軸販賣商店{nl} - 對於對方玩家支付遊戲幣才能獲得BUFF技能。
UI_20151224_001840	{@st41b}建設
UI_20151224_001841	{@st41b}消耗材料及費用
UI_20151224_001842	{@st66b}基地營地
UI_20151224_001843	{@st66b}記錄
UI_20151224_001844	腳數量
UI_20151224_001845	{@st41}確認
UI_20151224_001846	{@st42}使用{/}
UI_20151224_001847	{@st66b18}※使用在購買上的TP不會退款。{/}
UI_20151224_001848	{@st59}公會  (/g 對話內容){/}
UI_20151224_001849	{@st59}公會   (/g 對話內容){/}
UI_20151224_001850	{@st42}字體大小
UI_20151224_001851	{@st66b}情報
UI_20151224_001852	女神像HP
UI_20151224_001853	回合
UI_20151224_001854	玩家
UI_20151224_001855	我軍
UI_20151224_001856	敵軍
UI_20151224_001857	{@st66b}烹調
UI_20151224_001858	{@st66b}飲食
UI_20151224_001859	{@st66b}目錄
UI_20151224_001860	{@st66b}管理
UI_20151224_001861	{@st59}將會關閉公會資訊。{/}
UI_20151224_001862	{@st43}公會{/}
UI_20151224_001863	{@st41b}基本資料
UI_20151224_001864	{@st41b}屬性
UI_20151224_001865	正在募集公會活動參加者。
UI_20151224_001866	{@st41b}成長及排行
UI_20151224_001867	{@st41b}公會特性
UI_20151224_001868	{@st43}公會成長{/}
UI_20151224_001869	分流 / 位置
UI_20151224_001870	召換
UI_20151224_001871	移動到公會成員
UI_20151224_001872	移動
UI_20151224_001873	{@st43}歷史記錄{/}
UI_20151224_001874	{@st59}將要關閉歷史記錄。{/}
UI_20151224_001875	{@st45tw2}項目{/}
UI_20151224_001876	{@st45tw2}變動值{/}
UI_20151224_001877	{@st45tw2}時間{/}
UI_20151224_001878	{@st45tw2}復原{/}
UI_20151224_001879	{@st66b}副本{/}
UI_20151224_001880	{@st66b}委託所任務{/}
UI_20151224_001881	{@st66b18}進場次數{/}
UI_20151224_001882	{@st45tw2}名稱{/}
UI_20151224_001883	{@st45tw2}進場等級{/}
UI_20151224_001884	搜尋時間 : 
UI_20151224_001885	{@st59}地圖放大{/}
UI_20151224_001886	{@st59}地圖縮小{/}
UI_20151224_001887	{@st59}確認最後傳送的地區。{/}
UI_20151224_001888	{@st59}確認目前所在地。{/}
UI_20151224_001889	{@st59}頭飾3{/}
UI_20151224_001890	{@st59}髮型{/}
UI_20151224_001891	{@st41b}取消
UI_20151224_001892	{@st41b}確認
UI_20151224_001893	{@st66b}烘焙{/}
UI_20151224_001894	{@st66b}記錄{/}
UI_20151224_001895	剩餘數量
UI_20151224_001896	{@st66b}修理{/}
UI_20151224_001897	{@st66b}修理{/}
UI_20151224_001898	{@st41}技能等級
UI_20151224_001899	{@st41}財物材料
UI_20151224_001900	{@st66b}幫手剩餘(需要TP %s個){/}
UI_20151224_001901	{@st66b}全地圖{/}
UI_20151224_001902	{@st59}開啟全地圖。{/}
UI_20151224_001903	{ol}訊息
UI_20151224_001904	{@st66b18}道具領取箱
UI_20151224_001905	{@st66b18}登錄販賣
UI_20151224_001906	{@st66b18}販賣中的道具
UI_20151224_001907	{@st45tw2}等級{/}
UI_20151224_001908	{@st45tw2}單價{/}
UI_20151224_001909	{@st45tw2}購買數量{/}
UI_20151224_001910	{@st45tw2}總金額{/}
UI_20151224_001911	{@st42}詳細選項{/}
UI_20151224_001912	{@st65}等級{/}
UI_20151224_001913	{@st65}強化數值{/}
UI_20151224_001914	{@st59}使用所輸入的名稱和選項來搜尋。{/}
UI_20151224_001915	{@st65}依低價排序{/}
UI_20151224_001916	{@st65}依高價排序{/}
UI_20151224_001917	{@st45tw2}數量{/}
UI_20151224_001918	{@st45tw2}可領取時間{/}
UI_20151224_001919	{@st66b}販賣登錄時間及手續費{/}
UI_20151224_001920	{@st66}除了代幣之外，販售其它道具之後{nl}所獲得的遊戲幣為在48小時後才能領取。{/}
UI_20151224_001921	{@st45tw2}截止時間{/}
UI_20151224_001922	{@st45tw2}販賣後的手續費{/}
UI_20151224_001923	{@st45tw2}總金額{/}
UI_20151224_001924	最高價{/}
UI_20151224_001925	最低價{/}
UI_20151224_001926	{@st66}下端行情{/}
UI_20151224_001927	{@st66}上端行情{/}
UI_20151224_001928	%s (%s 分流)
UI_20151224_001929	碎片數量
UI_20151224_001930	{@st66b}開啟
UI_20151224_001931	{@st66b}奉獻箱
UI_20151224_001932	{@st66b}組成{/}
UI_20151224_001933	{@st66b}組隊活動{/}
UI_20151224_001934	{@st66b}設定{/}
UI_20151224_001935	{@st42b}儲存{/}
UI_20151224_001936	{@st41}組隊名稱和說明{/}
UI_20151224_001937	顯示周邊組隊情報
UI_20151224_001938	登錄於公開組隊目錄
UI_20151224_001939	等級差異
UI_20151224_001940	使用隊員推薦功能
UI_20151224_001941	{@st66b}插入組隊邀請tag
UI_20151224_001942	競爭任務
UI_20151224_001943	單位
UI_20151224_001944	{@st41b}加入
UI_20151224_001945	{@st66b}公開組隊目錄{/}
UI_20151224_001946	{@st66b}推薦玩家目錄{/}
UI_20151224_001947	壽命
UI_20151224_001948	{@st43}信箱
UI_20151224_001949	{@st66b}全體
UI_20151224_001950	{@st66b}未讀取的信件
UI_20151224_001951	{@st59b}任務{nl}{@st59s} - 接取任務時，將它登錄到任務指令窗{nl} - 主線任務顯示為黃色，副線任務顯示為藍色{nl} - 在角色腳底下，使用箭頭標示任務位置{nl} - 完成任務時，在任務指令窗上顯示回報任務的小圖示{nl}  (使用Backspace鍵或滑鼠點擊方式瞬間移動到回報NPC旁邊){nl} - 登錄/解除於任務指令窗時，打勾任務名稱前方的方塊{/}
UI_20151224_001952	{@st66b}進行 {/}
UI_20151224_001953	{@st66b}放棄 {/}
UI_20151224_001954	{@st66b}使用靈魂水晶復活{/}
UI_20151224_001955	{@st59b}商店{nl}{@st59s} - 如果想要販賣/購買多個相同道具，按下Shift + 滑鼠右鍵後，輸入數量即可。{nl} - 如果要販賣全部數量的道具，雙點擊滑鼠即可。{/}
UI_20151224_001956	製作數量
UI_20151224_001957	{@st42}%s優惠{/}
UI_20151224_001958	要使用%s道具嗎？{/}
UI_20151224_001959	使用此道具後，道具將會消失，{nl}且所有技能點數將會被初始化。{/}
UI_20151224_001960	{@st41}使用
UI_20151224_001961	{@st59b}職業{nl}{@st59s} - 使職業的階成長，並學習該職業的技能。{nl} -從第1次職業要轉職到第2次職業時，有3個職業可以選擇。{nl} - 相同的職業總共可以轉職３次。{nl} -也可以選擇相同的職業。{nl}{@st59b}技能{nl}{@st59s} - 各階級別技能最多可增加5級。{nl} - 跟大師學習的特性可在技能下方進行確認。{/} 
UI_20151224_001962	{@st66b}情報{/}
UI_20151224_001963	{@st66b}成就{/}
UI_20151224_001964	{@st66b}角色設定{/}
UI_20151224_001965	{@st59}圖鑑 (F11){/}
UI_20151224_001966	{@st66b}按鍵設定
UI_20151224_001967	{@st42}使用期間 : %s{/}
UI_20151224_001968	已使用的%s將會自從背包裡消失，{nl}且在%s之內僅有適用於目前的%s上。{/}
UI_20151224_001969	已使用的%s將會自從背包裡消失，{nl}且僅有適用於目前的%s上。{/}
UI_20151224_001970	角色設定視窗上可以確認剩餘時間。{/}
UI_20151224_001971	{@st59}關閉TP SHOP。{/}
UI_20151224_001972	{@st43}{s18}預覽及購買
UI_20151224_001973	預覽
UI_20151224_001974	配戴道具TP
UI_20151224_001975	{@st49}直接購買{/}
UI_20151224_001976	購物車
UI_20151224_001977	持有中的TP
UI_20151224_001978	購物車 TP
UI_20151224_001979	剩餘TP
UI_20151224_001980	{@st49}確定購買{/}
UI_20151224_001981	{@st66b}擴張倉庫
UI_20151224_001982	{@st59}要擴張倉庫。{/}
UI_20151224_001983	{@st42b}地區{/}
UI_20151224_001984	{@st59}開啟地圖。{/}
UI_20151224_001985	{ol}數量
UI_20151224_001986	{@st43}隊伍名稱變更{/}
UI_20151224_001987	{@st59}要變更隊伍名稱。{/}
UI_20151224_001988	{@st59}要取消隊伍名稱。{/}
UI_20151224_001989	{@st66b18}隊伍名稱變更{/}
UI_20151224_001990	{@st66b18}住處變更{/}
UI_20151224_001991	{@st66}※變更隊伍名稱時，將會消耗150TP。{/}
UI_20151224_001992	{@st59}請輸入想要的名稱。{/}
UI_20151224_001993	{@st41b}免費TP{/}
UI_20151224_001994	{@st59}關閉住處裝潢{/}
UI_20151224_001995	{@st43}住處裝潢{/}
UI_20151224_001996	{@st41b}拜訪住處{/}
UI_20151224_001997	{@st59}要拜訪其他人的住處。{/}
UI_20151224_001998	{@st41b}訊息{/}
UI_20151224_001999	{@st59}開啟信箱{/}
UI_20151224_002000	{@st42}角色{/}
UI_20151224_002001	{@st42}免費TP{/}
UI_20151224_002002	{@st42}活動TP{/}
UI_20151224_002003	{@st41b}製作團隊{/}
UI_20151224_002004	{@st59}製作團隊{/}
UI_20151224_002005	{@st42}製作人兼指導{/}{nl}{@st41b}{s22}김세용{nl} {nl}{@st42}美術指導{nl}{@st41b}{s22}안정원{nl} {nl}{@st42}美術設計{nl}{@st41b}{s22}김민아{nl}성혜진{nl}강민경{nl}박준혁{nl}배진영{nl}신효선{nl}박세희{nl} {nl}{@st42}首席工程師{nl}{@st41b}{s22}신상협{nl} {nl}{@st42}次席工程師{nl}{@st41b}{s22}정재훈{nl} {nl}{@st42}工程師{nl}{@st41b}{s22}최영{nl}한성배{nl}김보라{nl}이용균{nl}김민규{/}
UI_20151224_002006	{@st42}戰鬥企劃{nl}{@st41b}{s22}최기락{nl}김평직{nl}김현일{nl} {nl}{@st42}等級設計{nl}{@st41b}{s22}라홍석{nl} {nl}{@st42}演出導演{nl}{@st41b}{s22}이승조{nl} {nl}{@st42}리드 애니메이터{nl}{@st41b}{s22}이수진{nl} {nl}{@st42}애니메이터{nl}{@st41b}{s22}명승현{nl}박민우{nl}김수경{nl}신동진{nl}김미진{nl} {nl}{@st42}이펙트 / SFX{nl}{@st41b}{s22}정혜진{nl} {nl}{@st42}캐릭터 디자이너{nl}{@st41b}{s22}박지애{nl}황준원{nl}이수범{nl}김담이{/}
UI_20151224_002007	{@st42}배경 그래픽 디자이너{nl}{@st41b}{s22}장세명{nl}(주)렌더링{nl}이윤선{nl}강동호{nl}이남진{nl}연유경{nl}장용덕{nl}이현정{nl} {nl}{@st42}컨텐츠 기획 매니저{nl}{@st41b}{s22}이청수{nl} {nl}{@st42}컨텐츠 기획자{nl}{@st41b}{s22}손우정{nl}이원종{nl}정현진{nl}문지현{nl}김정수{nl}최동훈{nl}진승영{nl}이긴이{nl}문종욱{nl} {nl}{@st42}시나리오 라이터{nl}{@st41b}{s22}김세연{nl} {nl}{@st42}설정 감수{nl}{@st41b}{s22}마르티나스{nl}크리스티나{/}
UI_20151224_002008	{@st42}음향감독{nl}{@st41b}{s22}곽동일{nl} {nl}{@st42}선임 사운드 디자이너{nl}{@st41b}{s22}정희록{nl} {nl}{@st42}사운드 디자이너{nl}{@st41b}{s22}박선태{nl} {nl}{@st42}UX/UI 매니저{nl}{@st41b}{s22}이길용{nl} {nl}{@st42}UI 디자이너{nl}{@st41b}{s22}서주연{nl} {nl}{@st42}데이터 베이스{nl}{@st41b}{s22}한만주{nl} {nl}{@st42}QA 매니저{nl}{@st41b}{s22}김용현{nl} {nl}{@st42}QA{nl}{@st41b}{s22}안용현{nl}박은영{nl}노만철{nl}이은영{nl}임예빈{nl}장재순{nl}박지수{/}
UI_20151224_002009	{@st42}운영본부장{nl}{@st41b}{s22}신무진{nl} {nl}{@st42}해외 현지화{nl}{@st41b}{s22}신정호{nl}변성흠{nl}성명선{nl}김준영{nl} {nl}{@st42}技術支援원{nl}{@st41b}{s22}김강우{nl}이완재{nl}이선용{nl}박성기{/}
UI_20151224_002010	選擇出生地區
UI_20151224_002011	{@st44}柯拉佩達
UI_20151224_002012	{@st59s}以水晶礦山為據點所發展的礦業城市，{nl}在神樹之日那天受到最輕度的災害。{/}
UI_20151224_002013	{@st44}歐勒夏
UI_20151224_002014	{@st59s}在神樹之日那天，居民們試圖靠著巨大城郭躲避大災難，{nl}但神樹卻吞沒了整個城郭。{/}
UI_20151224_002015	{@st59}回到我的住處。{/}
UI_20151224_002016	{@st43}{s24}住處名稱{/}
UI_20151224_002017	{@st59}住處名稱{/}
UI_20151224_002018	{@st59}住處設定{/}
UI_20151224_002019	{@st42}初始化次數
UI_20151224_002020	{@st41}訊息
UI_20151224_002021	{@st59}檢查任務台詞{/}
UI_20151224_002022	{@st59}放棄任務{/}
UI_20151224_002023	{@st49}預覽{/}
UI_20151224_002024	{@st49}擺放{/}
UI_20151224_002025	%s已服用%s。
UI_20151224_002026	剩餘數量
UI_20151224_002027	剩餘數量 : %s{/}
UI_20151224_002028	{@st41}購買{/}
UI_20151224_002029	{@st45tw2}分數{/}
UI_20151224_002030	名字升序{/}
UI_20151224_002031	名字降序{/}
UI_20151224_002032	最近日期順序{/}
UI_20151224_002033	{@st42}VIP優惠{/}
UI_20151224_002034	{@st66b}布告板名稱變更
UI_20151224_002035	{@st41b}食用
UI_20151224_002036	{@st41b}數量
UI_20151224_002037	付費角色欄位%s名{/}
UI_20151224_002038	只顯示連線中的成員
UI_20151224_002039	公會基地入場
UI_20151224_002040	限公會成員才能入場
UI_20151224_002041	戰爭戰績
UI_20151224_002042	戰爭公會目錄
UI_20151224_002043	剩餘戰爭時間
UI_20151224_002044	塔持有目錄
UI_20151224_002045	公會成長
UI_20151224_002046	貢獻度排行
UI_20151224_002047	公會技能及資訊
UI_20151224_002048	{@st42}%s 優惠適用{/}
UI_20151224_002049	優惠
UI_20160224_002050	隊伍倉庫
UI_20160224_002051	{@st59}要關閉隊伍倉庫{/}
UI_20160224_002052	只能保管可交易的道具，且潛力會減少1。{nl}從隊伍倉庫領取道具時，不限道具數量，可交易次數會減少1。
UI_20160224_002053	領取道具
UI_20160224_002054	一般 : /s 內容{nl}大喊 : /y 內容{nl}組隊 : /p 內容{nl}密語 : /w 隊伍名稱 內容{nl}回覆 : /r 內容{nl} {nl}使用Tab鍵切換
UI_20160224_002055	{@59}關閉{/}
UI_20160224_002056	挑戰
UI_20160224_002057	請選擇進行與否。
UI_20160224_002058	{@st63_yellow}放棄 :{/}
UI_20160224_002059	獲得獎勵漏離開。
UI_20160224_002060	{@st63_yellow}挑戰 :{/}
UI_20160224_002061	前往下一層樓
UI_20160224_002062	{@st43}遺物收集商{/}
UI_20160224_002063	{@st59}關閉遺物收集商。{/}
UI_20160224_002064	{@st59b}兌換道具{nl}{@st59s} - 從大地之塔裡收集道具後可以兌換{nl} - 將道具材料放入於道具欄位後可以兌換{nl}{/}
UI_20160224_002065	樓層
UI_20160224_002066	{@st59}關閉魔方獲得視窗。{/}
UI_20160224_002067	{@st59}請放入飾品。{/}
UI_20160224_002068	{@st66b}使用遊戲幣可以再開啟一次。{/}
UI_20160224_002069	{@st66b}使用VIP優惠時，可以進行2次。{/}
UI_20160224_002070	{@st41b}所有次數已使用完畢。{/}
UI_20160224_002071	{@st66b}基本資料
UI_20160224_002072	{@st66b}屬性
UI_20160224_002073	公會長正在募集公會活動參加者。
UI_20160224_002074	{@st63_yellow}人員 :{/}
UI_20160224_002075	{@st63}%s名參加(線上%s名當中){/}
UI_20160224_002076	{@st63_yellow}位置 :{/}
UI_20160224_002077	科博爾特森林
UI_20160224_002078	{@st63_yellow}目標 :{/}
UI_20160224_002079	{@st43}公會 Lv. %s{/}
UI_20160224_002080	{@st66b}成長及排行
UI_20160224_002081	{@st66b}公會特性
UI_20160224_002082	公會保管箱
UI_20160224_002083	{@st59}關閉公會保管箱。{/}
UI_20160224_002084	* 此道具為公會長可以轉讓給公會成員，且該道具會被{nl}歸屬於領取的公會成員所有。{nl}* 自從信箱可以領取道具。
UI_20160224_002085	{@st41b}魔法賦予
UI_20160224_002086	{@st41b}魔法賦予卷軸{/}
UI_20160224_002087	{@st59}關閉魔法賦予卷軸視窗。{/}
UI_20160224_002088	{@st66b}將會消耗一個魔法賦予卷軸 。{/}
UI_20160224_002089	{@st42b}目前卷軸持有數量 : %s個{/}
UI_20160224_002090	{@st66b}委託所{/}
UI_20160224_002091	{@st66b}莎勒斯修女院{/}
UI_20160224_002092	{@st66b}大地之塔{/}
UI_20160224_002093	{@st59b}副本{nl}{@st59s}在獨立的副本空間內，為了達成目標，與其他玩家組隊後進行的系統。{nl}進入之前，可以先組隊之後再來挑戰或者也可以利用自動組隊系統挑戰。{nl} - 副本 : 透過各地圖上的副本進入NPC進入{nl} - 委託所任務 :透過佩迪米安傭兵委託所傳達員進入{nl} - 莎勒斯修女院任務 : 透過莎勒斯修女院的修女拉薩進入{nl}{/}
UI_20160224_002094	{@st59}將會關閉副本。{/}
UI_20160224_002095	{@st59}顯示/不顯示{/}
UI_20160224_002096	{@st45tw2}等待時間{/}
UI_20160224_002097	投標
UI_20160224_002098	剩餘投標時機
UI_20160224_002099	道具骰子
UI_20160224_002100	{@st42}%s優惠{/}
UI_20160224_002101	已使用的道具將會消失，{nl}整體的%s會被初始化。{/}
UI_20160224_002102	角色資訊視窗上可以確認剩餘時間。{/}
UI_20160224_002103	正在下載資料中。
UI_20160224_002104	{@st66b}排行{/}
UI_20160224_002105	{@st66b}觀戰
UI_20160224_002106	{@st41b}結束觀戰
UI_20160224_002107	藍隊
UI_20160224_002108	紅隊
UI_20160224_002109	{@59}開啟新視窗{/}
UI_20160224_002110	已登錄於冒險日誌。
UI_20160224_002111	{@st41}交換
UI_20160224_002112	邀請你來到幸福的國家。
UI_20160224_002113	隊伍戰鬥聯盟日程
UI_20160224_002114	最近戰績
UI_20160224_002115	{@st45tw2}類型{/}
UI_20160224_002116	{@st41c}%s名{/}
UI_20160224_002117	{@st41c}%s分鐘{/}
UI_20160224_002118	脫離米爾堤斯的統治之水晶礦山內，神殿射手又開始召喚出布貝族。{nl}請消滅神殿射手之後，再找回水晶礦山的和平。
UI_20160224_002119	{@st41c}%s張{/}
UI_20160224_002120	暱稱及職業
UI_20160224_002121	{@st41b}更新
UI_20160224_002122	最近開啟的觀看目錄
UI_20160224_002123	觀看
UI_20160224_002124	{#000000}%s 勝{/}
UI_20160224_002125	{@st66b}點數商城
UI_20160224_002126	每日獲得點數
UI_20160224_002127	目前購買點數
UI_20160224_002128	戰績
UI_20160224_002129	保管箱
UI_20160224_002130	%s 名
UI_20160224_002131	擊殺次數 : %s
UI_20160224_002132	傷害 : %s
UI_20160224_002133	最大BUFF套用數量增加
UI_20160310_002134	{@st65}傷害量 %s{/}
UI_20160310_002135	{@st65}{s12}達成{/}
UI_20160310_002136	{#16120e}達成{/}
UI_20160310_002137	次數 : %s
UI_20160310_002138	傷害量 : %s
UI_20160310_002139	{@sti9}擊殺排名
UI_20160310_002140	{@sti9}傷害排名
UI_20160317_002141	任務、地下城追加1次入場
UI_20160317_002142	任務、地下城追加2次入場
UI_20160323_002143	{@st41}我的召喚獸情報
UI_20160323_002144	{@st43}公會戰鬥排名{/}
UI_20160323_002145	公會戰鬥排名
UI_20160323_002146	{@st59}關閉公會戰鬥排名。
UI_20160323_002147	{@st66b}即時排名
UI_20160323_002148	{@st66b}一週排名{/}
UI_20160323_002149	{@st66b}歷代排名{/}
UI_20160323_002150	我的公會排名
UI_20160323_002151	{@sti1}%s 名{/}
UI_20160323_002152	過去一週排名
UI_20160323_002153	第一名
UI_20160323_002154	公會獎勵目錄
UI_20160323_002155	{@st41}召喚體：{#ffcc33}%s{/}
UI_20160323_002156	{@st41}需要碎片：%s個
