QUEST_LV_0300_20180327_007353	調查石頭採集苔蘚	돌을 조사해서 이끼 채취하기				
QUEST_LV_0300_20180327_007354	與採藥者柴吉李斯對話	약초꾼 채자리스와 대화				
QUEST_LV_0300_20180327_007355	請去找布魯諾納斯所說的採藥者伽加里斯。	브루노나스가 말한, 약초꾼 채자리스에게 가 보세요.				
QUEST_LV_0300_20180327_007356	在皮亞瑪休憩地採集藥草	피아마 쉼터에서 약초 채집				
QUEST_LV_0300_20180327_007357	採藥者伽加里斯收到了採集的委託。在他自己挖掘藥草的時候，拜託你前去幫忙挖掘皮亞瑪休憩地的藥草。	약초꾼 채자리스는 약초 채집을 부탁받았다고 합니다. 그는 자신이 약초를 캘 동안 피아마 쉼터의 약초를 캐달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007358	已採集完採藥者伽加里斯委託的所有藥草請帶著藥草回去找伽加里斯。	약초꾼 채자리스가 부탁한 약초를 모두 채취했습니다. 채자리스에게 약초를 가지고 돌아가세요.				
QUEST_LV_0300_20180327_007359	請向採藥者伽加里斯尋問剩餘的藥草該如何處理。	약초꾼 채자리스에게 남은 약초를 어떻게 할건지 물어보세요.				
QUEST_LV_0300_20180327_007360	採取艾蘭所給的貝爾里斯的根	아이란이 찾아주는 벨리스 뿌리 채취				
QUEST_LV_0300_20180327_007361	採藥者伽加里斯拜託你帶著他的狗艾蘭去採集貝里斯的根。	약초꾼 채자리스는 자신의 개 아이란을 데려가서 벨리스의 뿌리를 채취해달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007362	已採集完採藥者伽加里斯委託的所有貝里斯的根。請回去找伽加里斯。	약초꾼 채자리스가 부탁한 벨리스의 뿌리를 모두 채취했습니다. 채자리스에게 돌아가세요.				
QUEST_LV_0300_20180327_007363	從艾蘭發現的貝爾里斯那裡採取 %s 	아이란이 발견한 벨리스로부터 %s 채취				
QUEST_LV_0300_20180327_007364	與樵夫道維達斯對話	나무꾼 도위다스와 대화				
QUEST_LV_0300_20180327_007365	採藥者伽加里斯說最後一件事是去領取樵夫多威達斯的報告後，前去找時空法師艾伊達。請與樵夫多威達斯對話。	약초꾼 채자리스는 마지막으로 나무꾼 도위다스의 보고서를 받아서 크로노맨서 아이다에게 가보라고 했습니다. 나무꾼 도위다스와 대화하세요.				
QUEST_LV_0300_20180327_007366	調查被放置在康恩克伐木場的木材堆	컨크 벌목장에 놓인 장작더미 조사				
QUEST_LV_0300_20180327_007367	樵夫多威達斯說自己最近人手不足，無法進行調查。多威達斯拜託你帶你他前往調查康恩克伐木場的木柴堆。	나무꾼 도위다스는 최근 일손이 부족하여 조사를 못하고 있다고 합니다. 그는 자신을 대신하여 컨크 벌목장에 있는 장작더미를 조사해달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007368	已調查完樵夫多威達斯委託的所有木柴堆。請帶著調查到的褐色粉末回去找多威達斯。	나무꾼 도위다스가 부탁한 장작더미를 모두 조사했습니다. 조사해서 나온 갈색 가루를 도위다스에게 가져다 주세요.				
QUEST_LV_0300_20180327_007369	調查木材堆	장작더미 조사				
QUEST_LV_0300_20180327_007370	請向樵夫多威達斯詢問還剩下什麼要調查的內容。	나무꾼 도위다스에게 조사할 내용이 뭐가 남아있는지 물어보세요.				
QUEST_LV_0300_20180327_007371	調查伊巴斯丘陵的樹墩	이바스 언덕에 있는 그루터기 조사				
QUEST_LV_0300_20180327_007372	樵夫多威達斯說自己好像看到了年輪異常的樹木，拜託你前往調查伊巴斯丘陵的樹枝殘幹。	나무꾼 도위다스는 나이테가 이상한 나무를 봤던 것 같다며 이바스 언덕에 있는 그루터기들을 조사해달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007373	已確認了樵夫多威達斯委託的所有樹枝殘幹。請將結果告知多威達斯。	나무꾼 도위다스가 부탁한 그루터기를 모두 확인했습니다. 도위다스에게 결과를 말해주세요.				
QUEST_LV_0300_20180327_007374	與時空法師艾伊達對話	크로노맨서 아이다와 대화				
QUEST_LV_0300_20180327_007375	3份報告已全都收到。請帶去給時空法師艾伊達。	3개의 보고서를 모두 받았습니다. 크로노맨서 아이다에게 가져가세요.				
QUEST_LV_0300_20180327_007376	收集血液樣本	혈액 샘플 수집				
QUEST_LV_0300_20180327_007377	時空法師艾伊達拜託你去消滅附近的怪物，並收集血液樣本。	크로노맨서 아이다는 인근 몬스터를 해치우고 혈액 샘플을 모아달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007378	已收集到時空法師艾伊達委託的所有血液樣本。請帶著血液樣本回去找艾伊達。	크로노맨서 아이다가 부탁한 혈액을 모두 모았습니다. 혈액 샘플을 가지고 아이다에게 돌아가세요.				
QUEST_LV_0300_20180327_007379	時空法師艾伊達好像打算進行某項實驗。	크로노맨서 아이다는 무언가 실험을 하려는 것 같습니다.				
QUEST_LV_0300_20180327_007380	現在帶著血液樣本到內城壁第8區域去	혈액 샘플을 가지고 내성벽 제 8구역으로 이동				
QUEST_LV_0300_20180327_007381	時空法師艾伊達覺得血液不會凝結的事情很反常，最好去一趟非紅楓森林的其他地區看一看比較好。前往非紅楓森林且距離這裡最近的內城壁第8區域看看比較好。	크로노맨서 아이다는 혈액이 굳지 않는 것은 이상하다며 인근의, 단풍숲이 아닌 지역에 다녀와 보는 것이 좋겠다고 말했습니다. 이 곳에서 가장 가까운 단풍숲이 아닌 지역인, 내성벽 제 8구역 쪽으로 가 보는 것이 좋겠습니다.				
QUEST_LV_0300_20180327_007382	一到其他地區，血液馬上就凝結了。請將血液樣本帶回去給時空法師艾伊達。	다른 지역에 가자 혈액이 바로 굳어버렸습니다. 크로노맨서 아이다에게 돌아가서 혈액 샘플을 건네주세요.				
QUEST_LV_0300_20180327_007383	時空法師艾伊達好像有事情要拜託你。	크로노맨서 아이다는 당신에게 부탁이 있는 것 같습니다.				
QUEST_LV_0300_20180327_007384	時空法師艾伊達拜託你將調查結果轉達給時空法師大師。	크로노맨서 아이다는 자신의 조사결과를 크로노맨서 마스터에게 전해달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007385	請把時空法師艾伊達的調查結果告訴時空法師大師。	크로노맨서 마스터에게 크로노맨서 아이다의 조사 내용에 대해 이야기하세요.				
QUEST_LV_0300_20180327_007386	請告訴艾伊達你已經把事情仔細地轉達給時空法師大師了。	크로노맨서 마스터에게 잘 전달했다고 아이다에게 말 해 주세요.				
QUEST_LV_0300_20180327_007387	請將時空法師艾伊達的調查結果如何告訴守山人布魯諾納斯。	산지기 브루노나스에게 크로노맨서 아이다의 조사 결과가 어떻게 됐는지 알려주세요.				
QUEST_LV_0300_20180327_007388	調查奇怪的石頭	수상한 바위 조사				
QUEST_LV_0300_20180327_007389	請去調查奇怪的石頭。	수상한 바위를 조사하세요.				
QUEST_LV_0300_20180327_007390	消滅貝洛查德	벨로차드 처치				
QUEST_LV_0300_20180327_007391	當可疑的岩石一碎裂，貝洛查德就出現了。請擊退貝洛查德！	수상한 바위가 깨지자 벨로차드가 나타났습니다. 벨로차드를 물리치세요!				
QUEST_LV_0300_20180327_007392	與難民代表摩爾庫斯對話	피난민 대표 모르쿠스와 대화				
QUEST_LV_0300_20180327_007393	難民代表莫勒庫斯正在尋找任何可以幫忙的人。	피난민 대표 모르쿠스는 누군가 도와줄 사람을 찾고있습니다.				
QUEST_LV_0300_20180327_007394	難民代表莫勒庫斯表示日記中有關於綠色葉子的故事。	피난민 대표 모르쿠스는 일기에 녹색 잎에 대한 이야기가 있다고 합니다.				
QUEST_LV_0300_20180327_007395	在綠色樹木上使用有機溶劑	녹색 나무에 유기용제 사용				
QUEST_LV_0300_20180327_007396	難民代表莫勒庫斯表示附近有擁有綠色葉子的樹木。從日記內容來看，那是將染料塗在楓葉上才會看起來是綠色的，他拜託你使用有機溶劑去除染料。	피난민 대표 모르쿠스는 인근에 녹색 잎을 가진 나무들이 있다고 합니다. 일기의 내용으로 보자면 단풍에 염료를 발라 녹색으로 보이게 만들었다며 유기용제를 이용해 염료를 지워달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007397	已在附近所有的綠色葉子上使用有機溶劑。請回去告訴難民代表莫勒庫斯結果。	인근의 녹색 잎에 유기용제를 모두 사용했습니다. 피난민 대표 모르쿠스에게 돌아가서 결과를 말해주세요.				
QUEST_LV_0300_20180327_007398	難民代表莫勒庫斯表示日記中有著關於落葉的內容。	피난민 대표 모르쿠스는 일기에 떨어진 낙엽에 대한 내용이 있다고 합니다.				
QUEST_LV_0300_20180327_007399	可疑的楓樹確認	이상한 단풍 나무 확인				
QUEST_LV_0300_20180327_007400	難民代表莫勒庫斯說日記內表示有將掉落的楓葉用線綁著的樹。請去確認這個內容是否屬實。	피난민 대표 모르쿠스는 일기에 떨어진 단풍을 실로 매달아둔 나무가 있다고 합니다. 이 이야기가 사실인지 확인하세요.				
QUEST_LV_0300_20180327_007401	已依照難民代表莫勒庫斯所託，確認了所有異常的楓樹。請回去報告結果。	피난민 대표 모르쿠스가 부탁한 대로 이상한 단풍 나무를 모두 확인했습니다. 돌아가서 결과를 보고하세요.				
QUEST_LV_0300_20180327_007402	難民代表莫勒庫斯正在尋找消失的痕跡。請與莫勒庫斯對話。	피난민 대표 모르쿠스는 사라진 흔적을 찾고있습니다. 모르쿠스와 대화하세요.				
QUEST_LV_0300_20180327_007403	在雷雷斯空地尋找碎布布偶的痕跡	레레스 공터에서 헝겊인형의 흔적 찾기				
QUEST_LV_0300_20180327_007404	難民代表莫勒庫斯雖然已經確認過附近，但卻沒有找到日記上提及的布娃娃。他懷疑是不是因為怪物才會讓痕跡消失，拜託你前往調查。	피난민 대표 모르쿠스는 근방을 확인했지만 일기에서 언급된 헝겊인형의 흔적을 찾지 못했다고 합니다. 그는 혹시 몬스터들에 의해 흔적이 사라진게 아닐까 의심된다며 조사를 부탁했습니다.				
QUEST_LV_0300_20180327_007405	調查了難民代表莫勒庫斯委託的布娃娃的痕跡。請回去找莫勒庫斯。	피난민 대표 모르쿠스가 부탁한 헝겊인형의 흔적을 찾았습니다. 모르쿠스에게 돌아가세요.				
QUEST_LV_0300_20180327_007406	從雷雷斯空地的怪物身上收集 %s	레레스 공터의 몬스터로부터 %s 수집				
QUEST_LV_0300_20180327_007407	難民代表莫勒庫斯好像在附近找什麼的樣子。	피난민 대표 모르쿠스는 인근에서 무언가 찾은 것 같습니다.				
QUEST_LV_0300_20180327_007408	尋找陌生硬漢	의문의 사나이 찾기				
QUEST_LV_0300_20180327_007409	難民代表莫勒庫斯拜託你去找可疑的男子詢問士兵們的行蹤。請與可疑的男子對話。	피난민 대표 모르쿠스는 수상한 남자를 찾아서 병사들의 행방을 물어봐달라고 부탁했습니다. 의문의 사나이와 대화하세요.				
QUEST_LV_0300_20180327_007410	擊退襲擊的怪物	습격한 몬스터 퇴치				
QUEST_LV_0300_20180327_007411	怪物突然來襲！請擊退怪物並尋找可疑的男子。	갑자기 몬스터들이 습격했습니다! 몬스터들을 물리치고 수상한 남자를 찾으세요.				
QUEST_LV_0300_20180327_007412	硬漢艾維德斯對話	에이위다스와 대화				
QUEST_LV_0300_20180327_007413	找到了可疑的男子。請詢問他是否知道士兵們的行蹤。	수상한 남자를 찾았습니다. 그에게 병사들의 해방에 대해 아는 것이 있는지 물어보세요.				
QUEST_LV_0300_20180327_007414	與陌生硬漢艾維德斯對話	의문의 사나이 에이위다스와 대화				
QUEST_LV_0300_20180327_007415	見到了可疑的男子艾維戴司。請把項鍊交給他，並詢問士兵的行蹤。	의문의 사나이 에이위다스를 만났습니다. 그에게 목걸이를 건네주고 병사의 행방에 대해 물어보세요.				
QUEST_LV_0300_20180327_007416	去跟硬漢艾維德斯對話吧！	에이위다스와 대화하세요.				
QUEST_LV_0300_20180327_007417	必須將艾維戴斯告訴你內容轉達給難民代表莫勒庫斯。請回去找莫勒庫斯。	에이위다스에게 들은 내용을 피난민 대표 모르쿠스에게 전해야합니다. 모르쿠스에게 돌아가세요.				
QUEST_LV_0300_20180327_007418	與小女孩赫莉塔對話	꼬마 윌리타와 대화				
QUEST_LV_0300_20180327_007419	小鬼威力塔正需要某人的幫助。	꼬마 윌리타는 누군가의 도움을 필요로 하고 있습니다.				
QUEST_LV_0300_20180327_007420	救出小女孩赫莉塔	꼬마 윌리타 구출				
QUEST_LV_0300_20180327_007421	小鬼威力塔被怪物團團圍住。請救出威力塔！	꼬마 윌리타가 몬스터에게 둘러싸였습니다. 윌리타를 구출하세요!				
QUEST_LV_0300_20180327_007422	已擊退所有怪物。請與小鬼威力塔對話。	몬스터를 모두 물리쳤습니다. 꼬마 윌리타와 대화하세요.				
QUEST_LV_0300_20180327_007423	小鬼威力塔好像有什麼請求的樣子。	꼬마 윌리타는 무언가 부탁이 있는 것 같습니다.				
QUEST_LV_0300_20180327_007424	採集堅硬的根部	단단한 뿌리 채취				
QUEST_LV_0300_20180327_007425	小鬼威力塔拜託你幫忙收集作為草笛材料使用的堅硬的根。請利用鏟子挖掘附近！	꼬마 윌리타는 풀피리의 재료로 사용할 단단 뿌리를 모아달라고 부탁했습니다. 삽을 이용해 인근을 파보세요!				
QUEST_LV_0300_20180327_007426	已收集到小鬼威力塔委託的所有堅硬的根。請回去找威力塔。	꼬마 윌리타가 부탁한 단단한 뿌리를 모두 모았습니다. 윌리타에게 돌아가세요.				
QUEST_LV_0300_20180327_007427	與奎波爾蕾妲對話	큐폴 레다와 대화				
QUEST_LV_0300_20180327_007428	奎波爾蕾妲好像在這裡找什麼的樣子。請與她對話	큐폴 레다는 이 곳에서 무언가를 찾고 있는 것 같습니다. 그녀와 대화하세요.				
QUEST_LV_0300_20180327_007429	奎波爾蕾妲因為正在尋找某樣東西的魔族的緣故，好像有事情要拜託你。	큐폴 레다는 무언가를 찾고있는 마족 때문에 당신에게 부탁이 있는 것 같습니다.				
QUEST_LV_0300_20180327_007430	收集魔族命令書	마족 명령서 수집				
QUEST_LV_0300_20180327_007431	奎波爾蕾妲說她有看過率領著魔族們的魔族。{nl}她說搞不好他們帶著命令書，所以拜託你去確認。{nl}請消滅杰洛梅爾小廣場的魔族怪物，並確認是否有命令書。	큐폴 레다는 마족들을 인솔하는 마족을 본적이 있다고 합니다.{nl}그녀는 그들이 명령서를 가지고 있을지도 모르니 확인해달라고 부탁했습니다.{nl}제로멜 소광장의 마족 몬스터를 처치하고 명령서가 있는지 확인해 보세요.				
QUEST_LV_0300_20180327_007432	已取得奎波爾蕾妲委託的魔族命令書。{nl}請將命令書帶回給她。	큐폴 레다가 부탁한 마족 명령서를 얻었습니다.{nl}그녀에게 명령서를 가져다 주세요.				
QUEST_LV_0300_20180327_007433	奎波爾蕾妲表示在她自己察看命令書的時候，有事情要拜託你。	큐폴 레다는 자신이 명령서를 살펴보고 있을 동안 당신에게 부탁할 것이 있는 것 같습니다.				
QUEST_LV_0300_20180327_007434	到杰洛梅爾廣場收集小石子碎片	제로멜 광장에서 작은 돌 파편 수집				
QUEST_LV_0300_20180327_007435	奎波爾蕾妲說雖然得確認過所有的命令書才能知道，但魔族們在找的東西絕對跟女神有關沒錯。她打算製作出能找到跟女神力量有關的物品的探測器，拜託你前往杰洛梅爾廣場收集小石頭碎片。	큐폴 레다는 명령서를 모두 확인해봐야 알겠지만, 마족들이 찾는 것은 여신과 관련된 물건이 틀림없다고 합니다. 그녀는 여신의 힘과 관련된 물건을 찾을 탐지기를 만드려고 한다며 제로멜 광장으로 가서 작은 돌 파편을 모아달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007436	已收集到奎波爾蕾妲委託的所有小石頭碎片。請回去找奎波爾蕾妲。	큐폴 레다가 부탁한 작은 돌 파편을 모두 모았습니다. 큐폴 레다에게 돌아가세요.				
QUEST_LV_0300_20180327_007437	奎波爾蕾妲為了製造探測裝置，好像還需要一些材料。請與她對話	큐폴 레다는 탐지 장치를 만들기 위해 재료가 조금 더 필요한 것 같습니다. 그녀와 대화하세요.				
QUEST_LV_0300_20180327_007438	收集魔族力量	마족의 힘 수집하기				
QUEST_LV_0300_20180327_007439	奎波爾蕾妲需要作為探測器動力源使用的力量。她會給你一個晶球，拜託你帶著晶球打倒附近的魔族，並收集那些力量。	큐폴 레다는 탐지기의 동력원으로 사용할 힘이 필요하다고 합니다. 그녀는 구슬을 줄테니 구슬을 소지한 채로 인근의 마족을 쓰러뜨려 그 힘을 모아달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007440	已在受到奎波爾蕾妲委託的晶球內裝滿魔族的力量。請回去找奎波爾蕾妲。	큐폴 레다에게 부탁받은 구슬에 마족의 힘을 모두 채웠습니다. 큐폴 레다에게 돌아가세요.				
QUEST_LV_0300_20180327_007441	調查痕跡	흔적 조사				
QUEST_LV_0300_20180327_007442	已找到商圈入口的痕跡。請調查痕跡。	상가터 입구의 흔적을 찾았습니다. 흔적을 조사하세요.				
QUEST_LV_0300_20180327_007443	才剛回收痕跡，就出現了鐵甲殭屍想搶走痕跡。請擊退鐵甲殭屍。	흔적을 회수하자 데드본이 나타나 흔적을 빼앗으려고 합니다. 데드본을 물리치세요.				
QUEST_LV_0300_20180327_007444	已擊退鐵甲殭屍。請回去找奎波爾蕾妲並告知她結果。	데드본을 물리쳤습니다. 큐폴 레다에게 돌아가서 결과를 이야기해 줍시다.				
QUEST_LV_0300_20180327_007445	幫助奎波爾蕾妲完成了神聖力感知晶球。請向奎波爾蕾妲詢問有關命令書的事情。	큐폴 레다를 도와 신성력 감지 구슬을 완성했습니다. 큐폴 레다에게 명령서에 대해 물어보세요.				
QUEST_LV_0300_20180327_007446	在公園內居住地尋找奧施莉奈的痕跡	공원내 거주지에서 아우슈리네의 흔적 찾기				
QUEST_LV_0300_20180327_007447	奎波爾蕾妲說魔族們正在尋找奧施莉奈的痕跡。請前往命令書中提及的場所之一的公園內居住地，尋找奧施莉奈的痕跡。	큐폴 레다는 마족들이 아우슈리네의 흔적을 찾고 있다고 합니다. 명령서에 언급된 장소중 하나인 공원내 거주지로 가서 아우슈리네의 흔적을 찾으세요.				
QUEST_LV_0300_20180327_007448	回收奧施莉奈女神的痕跡	아우슈리네의 흔적 회수				
QUEST_LV_0300_20180327_007449	利用奎波爾蕾妲製作的神聖力感知晶球找到了奧施莉奈的痕跡。請回收痕跡。	큐폴 레다가 만들어준 신성력 감지 구슬을 이용해서 아우슈리네의 흔적을 찾았습니다. 흔적을 회수하세요.				
QUEST_LV_0300_20180327_007450	正打算回收奧施莉奈的痕跡，魔族們就出現了。請擊退魔族並回收痕跡。	아우슈리네의 흔적을 회수하려고 하자 마족들이 나타났습니다. 마족을 물리치고 흔적을 회수하세요.				
QUEST_LV_0300_20180327_007451	擊退魔族並成功地回收了痕跡。請帶著痕跡回去找奎波爾蕾妲	마족들을 물리치고 무사히 흔적을 회수했습니다. 큐폴 레다에게 흔적을 가지고 돌아가세요.				
QUEST_LV_0300_20180327_007452	已成功回收了第一個痕跡。好像還剩下幾個痕跡。請詢問奎波爾蕾妲。	첫 번째 흔적을 무사히 회수했습니다. 아직 흔적이 몇개 더 남은 것 같습니다. 큐폴 레다에게 물어보세요.				
QUEST_LV_0300_20180327_007453	杰洛梅爾公園管理所尋找第2個痕跡	제로멜 공원 관리소에서 두 번째 흔적 찾기				
QUEST_LV_0300_20180327_007454	奎波爾蕾妲表示還有剩下的奧施莉奈的痕跡。前往察看魔族指令書上提及的下一個地點「杰洛梅爾公園管理所」。	큐폴 레다는 아우슈리네의 흔적이 아직 남아있을거라고 합니다. 마족의 지령서에 언급된 다음 장소인 제로멜 공원 관리소를 살펴보라고 합니다.				
QUEST_LV_0300_20180327_007455	第二個痕跡被魔族利泰力斯給搶走了。請回去向奎波爾蕾妲回報結果。	두 번째 흔적을 마족 리테리스에게 빼았겼습니다. 큐폴 레다에게 돌아가서 결과를 말하세요.				
QUEST_LV_0300_20180327_007456	請向奎波爾蕾妲詢問其他痕跡的情報。	큐폴 레다에게 다른 흔적에 대한 정보를 물어보세요.				
QUEST_LV_0300_20180327_007457	搜尋商圈入口的痕跡	상가터 입구의 흔적 수색				
QUEST_LV_0300_20180327_007458	奎波爾蕾妲最後要你前往商圈入口。請搜索商圈入口附近，尋找奧施莉奈的第三個痕跡。	큐폴 레다는 마지막으로 상가터 입구로 가보라고 합니다. 상가터 입구 인근을 수색하여 아우슈리네의 세 번째 흔적을 찾으세요.				
QUEST_LV_0300_20180327_007459	奎波爾蕾妲好像打聽到某些有關奧施莉奈的痕跡的事情。	큐폴 레다는 아우슈리네의 흔적에 대하여 무언가 알아낸 것 같습니다.				
QUEST_LV_0300_20180327_007460	收集魔族力量	마족의 힘 수집				
QUEST_LV_0300_20180327_007461	奎波爾蕾妲為了尋找剩下的痕跡就必須重新替神聖力感知晶球補充力量。她拜託你再次使用精髓收集晶球收集魔族的力量。	큐폴 레다는 남은 흔적을 찾기위해서는 신성력 감지 구슬에 힘을 다시 충전해야 한다고 합니다. 그녀는 다시 한번 정수 수집 구슬에 마족의 힘을 모달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007462	再一次收集了魔族的力量。請回去找奎波爾蕾妲。	다시 한번 마족의 힘을 모두 모았습니다. 큐폴 레다에게 돌아가세요.				
QUEST_LV_0300_20180327_007463	奎波爾蕾妲好像有話要對你說。	큐폴 레다가 당신에게 할 말이 있는 것 같습니다.				
QUEST_LV_0300_20180327_007464	奎波爾蕾妲表示杰洛梅爾小廣場好像再也沒有痕跡了，要你和她在尤那耶爾紀念區碰面。	큐폴 레다는 제르멜 소광장에는 더이상 흔적이 없는 것 같다며 요나엘 기념구에서 만나자고 했습니다.				
QUEST_LV_0300_20180327_007465	已抵達尤那耶爾紀念區。關於下一步計畫請與奎波爾蕾妲對話。	요나엘 기념구에 도착했습니다. 다음 계획에 대해서 큐폴 레다와 대화하세요.				
QUEST_LV_0300_20180327_007466	掃蕩附近的怪物	인근 몬스터 소탕				
QUEST_LV_0300_20180327_007467	奎波爾蕾妲說附近的魔族與怪物持續地增加。這樣下去會很危險，拜託你去掃蕩魔族與怪物。	큐폴 레다는 인근의 마족과 몬스터가 계속 늘어나고 있다고 합니다. 이대로는 위험하니 인근 마족과 몬스터의 소탕을 부탁했습니다.				
QUEST_LV_0300_20180327_007468	觀察尤那耶爾紀念館	요나엘 기념관 살펴보기				
QUEST_LV_0300_20180327_007469	奎波爾蕾妲完成附近魔族與怪物的掃蕩後，請前往察看尤那耶爾紀念館。	큐폴 레다는 인근 마족과 몬스터의 소탕이 끝나면 요나엘 기념관을 살펴보고 와달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007470	尤那耶爾紀念館內好像有魔族。請觀察看看他們在說些什麼。	요나엘 기념관에 마족이 있는 것 같습니다. 무슨 대화를 나누는 지 살펴보세요.				
QUEST_LV_0300_20180327_007471	請告訴奎波爾蕾妲有關魔君主迪耶那和他副官的對話內容。	큐폴 레다에게 마군주 디에나와 그의 부관의 대화에 대해 이야기 하세요.				
QUEST_LV_0300_20180327_007472	移動至尤那耶爾大禮堂	요나엘 대회관으로 이동				
QUEST_LV_0300_20180327_007473	奎波爾蕾妲說魔族們正在湧至尤那耶爾大會館。請盡快移動至尤那耶爾大會館。	큐폴 레다는 요나엘 대회관으로 마족들이 몰려갔다고 합니다. 서둘러서 요나엘 대회관으로 이동하세요.				
QUEST_LV_0300_20180327_007474	圖拉漢出現後，帶著痕跡消失了。請擊退前來攻擊的魔族。	듀라한이 나타나 흔적을 가지고 사라졌습니다. 공격해오는 마족들을 물리치세요.				
QUEST_LV_0300_20180327_007475	第四個奧施莉奈的痕跡被魔族搶走後消失了。請回去找奎波爾蕾妲。	4번째 아우슈리네의 흔적을 마족이 가로채서 사라졌습니다. 큐폴 레다에게 돌아가세요.				
QUEST_LV_0300_20180327_007476	確認魔君主迪耶那的狀況	마군주 디에나의 상황보기				
QUEST_LV_0300_20180327_007477	同一時間，魔君主迪耶那正在和副官圖拉漢說話。	같은 시각 마군주 디에나는 부관 듀라한과 이야기를 나누고 있습니다.				
QUEST_LV_0300_20180327_007478	對於痕跡，奎波爾蕾妲好像有話要說。	큐폴 레다는 흔적에 대해 할 이야기가 있는 것 같습니다.				
QUEST_LV_0300_20180327_007479	調查尤那耶爾居住地	요나엘 주거지 조사				
QUEST_LV_0300_20180327_007480	奎波爾蕾妲拜託你調查命令書上曾提到的尤那耶爾居住地。	큐폴 레다는 명령서에서 언급하고 있던 요나엘 주거지를 조사해달라고 부탁했습니다.				
QUEST_LV_0300_20180327_007481	拿到了所有被魔君主迪耶那搶走的痕跡，聽了有關奧施莉奈的痕跡故事。請將故事轉達給奎波爾蕾妲。	마군주 디에나에게 빼아겼던 흔적을 모두 받고 아우슈리네의 흔적에 대한 이야기를 들었습니다. 큐폴 레다에게 이 이야기를 전해주세요.				
QUEST_LV_0300_20180327_007482	與魔君主迪耶那	마군주 디에나와 대화				
QUEST_LV_0300_20180327_007483	魔君主迪耶那的狀態有點奇怪。好像想對你說什麼的樣子。	마군주 디에나의 상태가 이상합니다. 당신에게 무언가 말을 하려는 것 같습니다.				
QUEST_LV_0300_20180327_007484	奎波爾蕾妲為了確認痕跡的真面目，好像有事情要拜託你。	큐폴 레다는 흔적의 정체를 확인하기 위해 부탁이 있는 것 같습니다.				
QUEST_LV_0300_20180327_007485	再次尋找痕跡	흔적의 단서 찾기				
QUEST_LV_0300_20180327_007486	奎波爾蕾妲為了確認奧施莉奈的痕跡，拜託你去收集線索。{nl}其他碎片雖然比痕跡微小，但應該會殘留一點點神聖力，拜託你去搜索尤那耶爾大會館與尤那耶爾居住地。	큐폴 레다는 아우슈리네의 흔적을 확인하기 위해 단서를 모아달라고 부탁했습니다.{nl}흔적보다는 미약하지만 다른 파편들도 신성력이 조금은 남아있을거라며 요나엘 대회관과 요나엘 거주구의 수색을 부탁했습니다.				
QUEST_LV_0300_20180327_007487	已收集到所有奎波爾蕾妲委託的東西。請回去找奎波爾蕾妲。	큐폴 레다가 부탁한 것을 모두 모았습니다. 큐폴 레다에게 돌아가세요.				
QUEST_LV_0300_20180327_007488	調查殘骸堆	잔해 더미 조사				
QUEST_LV_0300_20180327_007489	奎波爾蕾妲好像明白了奧施莉奈的痕跡是什麼了。	큐폴 레다가 아우슈리네의 흔적이 무엇인지 알아차린 것 같습니다.				
QUEST_LV_0300_20180327_007490	奎波爾蕾妲好像正在做什麼準備。請與她對話	큐폴 레다는 무언가 준비하고 있는 것 같습니다. 그녀와 대화하세요.				
QUEST_LV_0300_20180327_007491	收集魔族的精髓	마족의 정수 수집				
QUEST_LV_0300_20180327_007492	奎波爾蕾妲打算在曾有過痕跡的地方裝設只要魔族一出現就會通知自己的警報器。她拜託你去附近收集魔族的精髓，可作為使用於警報器上的魔族樣本。魔族的精髓可以弱化魔族後取得。請攻擊努德基劊子手與努德鳥，使其暈眩後採取魔族的精髓。	큐폴 레다는 흔적이 있던 장소에 마족이 나타나면 자신에게 알려주는 경보기를 설치하려고 한다고 합니다. 그녀는 경보기에 마족의 샘플로 사용할 인근 마족의 정수를 모아달라고 부탁했습니다. 마족의 정수는 마족을 약하게 만든 후 채취하면 된다고 합니다. 누더기 도살자와 누덕새를 공격하여 기절시킨 후 마족의 정수를 채취하세요.				
QUEST_LV_0300_20180327_007493	已收集完所有奎波爾蕾妲委託的魔族的精髓。請回去找她。	큐폴 레다가 부탁한 마족의 정수를 모두 모았습니다. 그녀에게 돌아가세요.				
QUEST_LV_0300_20180327_007494	從弩多奇屠殺者和努德鳥身上獲得 %s	누더기 도살자와 누덕새로부터 %s 얻기				
QUEST_LV_0300_20180327_007495	奎波爾蕾妲已完成警報水晶。請與她對話	큐폴 레다는 경보 수정을 완성한 것 같습니다. 그녀와 대화하세요.				
QUEST_LV_0300_20180327_007496	設置警報水晶	경보수정 설치				
